Hours_Studied,Attendance,Previous_Scores,Parental_Involvement,Learning_Disabilities,Access_to_Resources,Distance_from_Home,Tutoring_Sessions,Exam_Score
22,90,66,Medium,No,Medium,Near,0,69
13,61,85,Medium,No,Low,Moderate,4,61
23,76,98,Low,No,Medium,Moderate,1,67
24,72,61,High,No,High,Near,3,67
22,60,52,Medium,No,Medium,Near,0,61
16,96,97,High,No,Medium,Near,0,72
14,95,51,Medium,No,Medium,Near,5,70
14,81,78,Low,No,Medium,Near,2,68
27,95,52,High,No,Medium,Moderate,3,73
23,64,69,Low,No,Medium,Moderate,4,66
10,77,64,Low,Yes,High,Near,1,62
21,96,58,High,No,High,Far,0,72
17,77,69,Medium,Yes,Medium,Near,3,65
17,92,66,Medium,No,High,Near,2,69
24,62,70,Low,No,High,Moderate,2,63
24,81,61,Medium,No,Low,Near,1,66
19,100,66,Medium,Yes,Low,Moderate,1,69
20,74,69,High,No,High,Near,2,68
20,74,85,High,No,Medium,Near,2,67
9,93,66,High,No,Low,Moderate,0,64
29,82,95,High,No,High,Near,2,74
35,61,61,Medium,Yes,High,Near,2,68
27,83,76,Medium,No,Medium,Near,1,70
17,97,63,High,No,Medium,Near,2,70
9,80,52,Medium,No,Low,Near,1,63
11,99,88,Medium,No,Low,Moderate,2,67
23,64,55,Medium,No,High,Moderate,0,65
19,97,78,High,No,High,Moderate,0,70
15,89,55,Medium,No,Medium,Near,1,66
24,96,70,Medium,No,Medium,Near,0,70
24,72,88,High,No,Low,Near,3,68
9,70,81,High,No,Medium,Near,1,65
18,73,74,Medium,No,Medium,Near,3,66
20,89,52,High,No,High,Moderate,2,69
15,90,51,High,No,High,Moderate,2,68
19,78,74,Medium,No,Medium,Moderate,2,66
22,84,59,Medium,No,Medium,Near,0,69
10,91,51,High,No,High,Moderate,0,67
23,75,98,Medium,No,High,Near,3,71
16,95,65,Low,No,Medium,Near,0,68
22,67,67,Medium,No,High,Near,1,66
16,64,65,Medium,No,Medium,Near,2,63
15,96,74,High,No,Medium,Far,2,68
13,70,80,Medium,No,Low,Far,1,63
17,85,69,Medium,Yes,Low,Near,1,65
22,67,71,High,No,Medium,Moderate,2,65
27,61,70,Medium,No,Medium,Near,2,64
17,65,61,Medium,No,Medium,Near,5,64
20,60,82,Low,Yes,High,Near,2,63
22,61,63,High,No,Medium,Near,1,64
22,81,71,High,No,Medium,Near,2,69
23,67,94,High,No,Medium,Far,1,66
18,78,85,High,No,Low,Near,3,67
21,70,72,High,No,High,Moderate,3,67
12,80,75,Medium,No,Low,Moderate,1,62
25,90,83,High,No,High,Near,2,73
24,86,91,Medium,No,High,Near,0,72
21,72,96,Medium,Yes,Low,Moderate,4,66
21,80,52,High,No,Low,Near,1,65
13,65,75,Medium,No,High,Moderate,2,63
24,93,90,High,No,Low,Near,0,72
23,94,91,Medium,No,Low,Near,1,71
25,98,91,Low,No,Low,Near,2,72
18,100,66,Medium,No,Low,Near,3,69
26,68,98,Medium,No,High,Far,2,67
14,67,66,Low,No,Low,Far,0,57
21,84,97,Low,No,Medium,Moderate,2,67
14,62,87,Low,No,Medium,Moderate,1,60
22,64,77,Medium,Yes,Medium,Near,5,66
20,64,81,Medium,No,Medium,Moderate,0,64
15,71,69,High,No,High,Near,2,65
25,72,58,High,No,Medium,Moderate,0,66
23,67,98,Low,No,Low,Near,2,64
29,69,96,Medium,No,High,Near,1,70
34,62,89,High,No,Low,Moderate,3,68
28,74,96,Medium,No,Medium,Near,0,68
30,70,84,High,No,Low,Near,2,70
14,68,71,Medium,No,High,Moderate,1,63
3,79,64,Low,No,Medium,Far,0,58
16,78,68,Medium,No,Low,Far,3,66
18,83,62,Medium,No,Low,Near,2,65
23,60,56,High,No,Medium,Moderate,0,61
14,81,61,High,No,Medium,Moderate,0,64
14,69,79,Medium,No,Low,Moderate,1,62
24,73,70,High,No,Medium,Near,0,68
23,65,96,Medium,No,Medium,Near,0,65
26,67,75,Medium,No,Medium,Near,2,67
12,82,79,Low,No,Medium,Moderate,0,63
23,68,86,High,No,Medium,Near,0,68
23,87,87,High,No,High,Near,1,73
12,85,58,High,No,High,Near,1,67
20,83,85,Medium,No,Low,Far,1,67
21,88,58,High,No,Low,Near,3,70
26,84,89,Medium,No,High,Far,0,70
20,78,80,High,No,Medium,Near,2,70
13,60,66,Medium,Yes,Medium,Moderate,1,61
19,60,94,Medium,No,Low,Near,1,62
23,92,72,Medium,No,High,Far,0,69
17,92,65,Low,No,Medium,Near,3,70
10,96,92,High,No,High,Near,1,68
25,88,53,Low,No,High,Near,2,70
21,93,91,Low,No,Low,Near,1,69
19,70,66,High,No,Low,Moderate,1,64
23,84,59,Medium,Yes,Medium,Far,1,66
16,87,96,Low,No,Medium,Moderate,1,66
16,81,57,Medium,No,Medium,Near,1,66
26,87,82,Medium,No,Medium,Near,1,71
18,75,50,Medium,No,Low,Near,4,65
18,72,58,Low,No,High,Moderate,6,64
26,79,52,Medium,Yes,High,Near,1,68
14,81,58,Medium,No,Medium,Moderate,3,66
22,67,79,Medium,No,Medium,Moderate,1,65
20,89,51,Medium,No,Medium,Near,3,70
31,69,60,High,No,Low,Near,1,68
25,67,82,Medium,No,High,Far,1,67
23,60,72,Low,No,Medium,Near,3,64
9,74,69,Medium,No,Low,Moderate,3,61
27,75,54,Medium,No,Low,Near,2,66
16,78,62,Low,No,High,Far,0,63
19,77,90,Low,No,Medium,Near,1,65
20,64,95,High,No,Low,Near,4,66
18,65,60,Medium,No,High,Moderate,0,62
23,72,58,High,No,Medium,Near,2,66
25,74,65,Low,No,Medium,Moderate,0,65
17,97,87,Medium,No,High,Near,2,71
21,98,72,Medium,No,Medium,Moderate,3,71
27,63,80,High,No,Medium,Far,1,66
23,99,59,Low,No,Low,Far,1,68
14,99,74,High,No,Medium,Near,2,71
15,95,88,Low,No,Low,Near,1,66
22,77,72,Medium,No,Medium,Near,2,67
15,83,100,High,No,High,Near,0,70
13,69,72,Medium,No,Medium,Moderate,2,63
28,98,59,Medium,No,Medium,Near,1,72
15,93,86,Medium,No,Medium,Far,0,66
18,79,81,Medium,No,Medium,Moderate,1,66
15,69,79,High,No,Low,Moderate,1,63
16,82,82,Medium,No,Medium,Moderate,1,66
29,83,62,Medium,No,Low,Near,4,70
19,92,85,Medium,No,Medium,Near,1,70
18,61,67,Medium,No,Low,Near,2,62
3,99,68,Medium,No,Low,Near,2,65
17,85,94,Medium,No,Low,Near,4,69
30,72,63,High,No,High,Near,1,70
19,72,96,Medium,No,Medium,Moderate,1,67
18,74,67,Low,No,Medium,Near,0,63
27,91,57,Medium,No,Low,Moderate,0,68
24,76,73,High,No,Low,Near,4,68
16,100,65,Medium,Yes,Medium,Moderate,1,69
23,63,100,High,No,High,Near,2,69
19,86,93,High,No,High,Near,1,72
13,87,96,High,Yes,Medium,Near,3,67
24,83,52,High,No,Medium,Near,1,71
14,84,82,Medium,No,Medium,Far,3,66
26,90,91,High,Yes,High,Near,1,74
6,83,89,Medium,No,Medium,Near,1,65
17,85,69,High,No,High,Near,4,70
21,79,91,Low,No,Medium,Moderate,1,67
27,82,51,Medium,No,High,Moderate,1,66
16,95,86,High,No,Medium,Moderate,0,69
31,96,67,Medium,No,Low,Near,2,73
33,86,61,Medium,No,Medium,Near,1,72
26,87,81,Medium,No,Medium,Near,1,70
25,89,82,Low,No,Low,Near,2,71
15,96,70,Medium,No,Low,Near,4,70
25,62,95,Medium,Yes,Medium,Near,1,65
19,69,75,Medium,No,Low,Moderate,2,63
18,83,96,Medium,Yes,High,Near,0,69
14,71,89,High,No,High,Near,0,66
27,86,67,High,No,Medium,Near,1,71
17,96,61,High,No,High,Moderate,1,69
13,69,70,Medium,No,Low,Near,0,61
28,81,92,Medium,No,High,Near,1,73
25,73,70,Medium,No,High,Moderate,0,67
14,74,95,Medium,Yes,High,Near,1,66
26,77,61,Medium,No,Medium,Moderate,1,67
16,75,94,Medium,No,Medium,Moderate,0,65
26,84,62,Low,No,High,Near,3,70
30,71,95,High,No,Medium,Near,1,70
17,77,53,Low,No,High,Near,2,86
16,94,85,Low,No,Medium,Near,3,68
22,94,81,Low,No,High,Far,2,71
15,66,53,Low,No,Medium,Near,2,61
24,92,69,Medium,No,Medium,Near,2,70
21,84,98,Low,No,High,Moderate,1,67
28,65,77,Low,No,Medium,Near,1,67
15,98,72,Medium,No,Medium,Near,1,69
9,62,90,High,No,High,Far,4,65
23,78,83,Medium,No,Medium,Near,1,68
27,97,69,Medium,No,Medium,Moderate,1,70
29,76,60,Low,No,High,Near,2,68
24,61,94,Low,Yes,Medium,Moderate,3,64
30,96,53,Medium,No,High,Near,0,72
22,91,74,Medium,Yes,Medium,Moderate,1,67
25,75,66,High,No,High,Near,0,68
16,74,74,Medium,No,High,Near,4,66
8,97,87,Medium,Yes,High,Near,0,67
20,71,72,Low,No,Medium,Moderate,4,66
16,82,85,Medium,No,Medium,Near,1,67
20,83,58,Low,No,High,Near,0,66
24,85,83,Medium,No,Medium,Moderate,1,70
28,80,96,Medium,No,High,Near,2,73
20,86,60,High,Yes,Low,Far,1,66
23,86,100,Low,No,Medium,Near,0,69
27,99,59,High,No,Medium,Near,2,74
25,92,93,High,No,Medium,Near,3,74
18,71,85,Medium,No,Low,Moderate,1,62
17,82,84,Medium,No,Low,Moderate,2,65
19,66,77,High,No,Medium,Moderate,3,64
19,65,57,Medium,Yes,Medium,Near,1,61
9,80,91,Medium,No,High,Near,1,65
14,90,86,High,No,High,Near,4,99
19,71,91,Medium,No,Medium,Moderate,3,66
29,97,86,High,No,Medium,Near,0,74
15,74,60,Medium,No,Low,Far,2,62
19,78,78,Low,No,High,Near,2,67
25,71,74,Medium,Yes,Low,Near,4,67
20,63,94,Medium,No,Medium,Far,2,63
16,83,61,Low,No,Low,Near,0,64
26,86,65,Medium,No,Low,Moderate,2,71
28,87,62,High,No,Medium,Near,2,73
23,85,99,Medium,No,Medium,Near,1,71
22,75,88,Medium,No,Medium,Far,0,65
30,100,53,Low,No,High,Moderate,2,72
18,90,54,High,No,High,Near,1,95
17,100,53,Medium,No,High,Near,1,70
19,94,91,Medium,No,High,Moderate,1,70
25,70,51,Medium,No,Medium,Moderate,3,66
19,90,85,High,No,Medium,Near,0,73
22,78,69,Low,No,High,Near,2,67
29,74,68,High,No,Medium,Near,0,69
16,83,56,Medium,No,High,Near,4,68
13,99,58,Medium,No,Medium,Near,1,67
18,87,61,Medium,No,Medium,Near,2,68
23,91,58,High,No,Low,Far,0,68
22,63,53,Low,No,Low,Near,1,62
4,62,78,Medium,No,Medium,Far,3,58
19,72,52,Medium,No,High,Near,2,66
25,77,71,Low,No,Medium,Near,0,66
28,81,96,Medium,No,Medium,Moderate,2,71
29,81,68,High,No,Medium,Near,2,72
21,73,56,Medium,No,Medium,Moderate,5,66
24,73,64,Medium,Yes,High,Moderate,4,68
23,92,58,High,No,High,Near,2,71
13,75,100,Low,No,High,Near,1,67
21,74,77,Medium,No,High,Near,0,66
16,84,86,Medium,No,High,Near,1,67
31,89,57,Medium,No,Medium,Moderate,1,71
34,98,79,Medium,No,High,Near,1,75
25,69,68,High,No,Low,Far,2,68
20,84,85,Medium,No,Medium,Moderate,0,67
25,70,71,Medium,No,Medium,Near,0,65
24,81,63,Medium,No,Low,Moderate,1,66
18,74,56,Medium,No,Medium,Moderate,1,64
25,83,94,High,Yes,High,Moderate,2,72
28,73,96,Medium,No,High,Near,1,70
20,99,64,Medium,No,Low,Near,0,70
17,86,62,Low,No,Medium,Near,2,66
19,78,59,Low,No,High,Near,2,66
14,69,92,Medium,No,Medium,Moderate,3,64
17,90,84,Medium,No,High,Far,1,67
17,68,99,Medium,No,Medium,Near,1,65
32,88,58,Low,No,Medium,Moderate,3,69
15,65,55,Medium,No,High,Near,2,63
9,62,58,Low,No,High,Moderate,0,59
16,82,69,Medium,No,High,Near,2,68
20,68,96,Medium,No,High,Near,0,66
17,92,79,Medium,No,Medium,Near,1,70
27,71,68,Medium,No,High,Moderate,1,66
11,77,92,Low,No,Low,Near,0,61
15,61,93,Medium,No,Medium,Near,0,63
12,81,86,High,No,Medium,Near,2,68
20,61,68,High,No,High,Near,1,65
23,60,69,High,No,Medium,Near,1,66
25,84,57,Medium,No,Medium,Near,4,70
11,70,89,Medium,No,High,Near,2,64
21,79,99,Medium,No,Medium,Near,2,69
22,73,58,Low,No,Medium,Moderate,1,65
15,70,73,Medium,No,Medium,Moderate,2,63
26,68,90,Medium,No,High,Near,4,70
20,66,59,Medium,No,High,Near,4,66
13,97,70,Low,No,Medium,Moderate,0,67
19,100,89,Low,No,High,Moderate,2,72
25,82,65,Medium,No,Medium,Near,0,69
30,91,69,High,No,Low,Moderate,2,72
18,71,93,High,No,High,Moderate,1,68
23,76,78,Low,No,Medium,Moderate,2,66
10,89,88,High,No,High,Near,2,71
18,92,54,Low,No,Medium,Near,1,67
25,92,79,Medium,No,Medium,Moderate,3,72
24,69,55,Medium,No,High,Near,3,67
22,70,90,Medium,No,High,Far,1,68
30,87,59,Low,No,Medium,Moderate,2,69
20,96,70,Medium,Yes,High,Near,2,69
17,97,89,High,No,Low,Near,1,70
16,81,66,High,No,Medium,Near,3,69
28,95,52,Low,No,Medium,Near,3,72
24,98,91,Medium,No,Medium,Near,2,74
13,62,90,Low,Yes,Medium,Near,3,62
22,92,52,Medium,No,Medium,Near,1,68
20,68,55,High,Yes,Medium,Near,0,63
15,91,50,Low,No,High,Moderate,1,66
23,71,69,Medium,Yes,Medium,Far,3,66
14,94,74,High,No,Medium,Near,1,70
12,72,67,Medium,No,Medium,Near,4,63
9,93,72,High,No,Low,Near,1,66
14,98,99,Medium,No,Medium,Near,0,69
27,88,56,Medium,No,Low,Near,2,70
19,79,55,Medium,Yes,High,Near,3,68
22,85,82,Medium,No,High,Near,1,71
27,73,97,Low,No,Low,Near,2,67
8,71,75,High,No,Low,Near,0,61
11,83,67,High,No,Low,Near,1,66
20,91,88,Medium,No,Medium,Moderate,1,69
23,82,69,Medium,No,Medium,Near,0,68
21,88,93,Medium,No,High,Near,4,72
21,80,75,Medium,No,High,Far,3,69
12,71,54,Medium,No,Medium,Near,0,61
25,99,67,Medium,No,Medium,Near,1,71
27,80,90,High,No,Medium,Near,1,71
21,62,51,Medium,No,Low,Near,0,61
27,86,74,Medium,No,Medium,Near,2,71
17,82,98,Medium,No,Medium,Moderate,3,69
6,71,85,Medium,No,High,Moderate,1,61
10,62,51,High,No,High,Near,1,61
17,65,65,Medium,No,Medium,Moderate,0,62
16,97,96,Medium,No,Medium,Near,4,69
14,64,85,Medium,No,Medium,Near,0,62
22,69,74,High,Yes,Medium,Near,1,65
19,84,97,High,Yes,Medium,Near,1,68
20,66,93,Medium,No,Medium,Near,2,65
21,91,100,High,No,Medium,Near,0,72
23,88,69,Medium,No,Medium,Near,3,69
22,63,80,Medium,No,Low,Moderate,2,64
15,86,90,Medium,No,Low,Far,0,66
19,91,60,High,No,Low,Moderate,2,68
24,95,87,Medium,No,Low,Far,0,68
15,80,57,Medium,No,Medium,Near,1,63
21,71,57,High,No,Medium,Near,2,66
23,87,57,Medium,Yes,Low,Near,2,67
26,79,88,Medium,Yes,High,Near,1,70
15,67,59,Low,No,Medium,Near,0,59
17,92,89,Medium,Yes,High,Near,0,68
3,92,95,High,No,Low,Near,3,67
17,77,93,Medium,No,High,Far,3,68
21,96,71,High,No,Medium,Near,3,71
20,70,75,High,No,Medium,Moderate,3,66
31,70,63,High,Yes,Low,Near,1,67
15,60,65,Medium,No,Low,Moderate,1,60
9,64,99,Medium,Yes,High,Moderate,6,65
19,61,84,Medium,No,High,Near,2,66
22,89,78,Low,No,Medium,Moderate,0,68
28,97,88,Medium,No,Medium,Moderate,2,74
5,95,92,Medium,No,High,Near,1,67
20,90,82,High,Yes,High,Moderate,2,70
21,75,79,Low,No,High,Near,0,65
20,90,56,High,No,Medium,Moderate,0,68
26,94,54,High,No,Medium,Near,2,73
21,96,78,Low,No,High,Moderate,2,71
19,97,51,Medium,No,Low,Far,3,69
10,92,60,Medium,No,Medium,Near,3,66
17,100,63,High,No,High,Near,1,71
23,87,72,Medium,No,High,Moderate,1,69
28,73,70,High,No,Medium,Moderate,0,66
23,91,71,Medium,No,Low,Moderate,5,70
21,63,74,Medium,No,Low,Near,0,61
36,71,56,Medium,No,Medium,Far,2,69
28,69,77,Low,No,Medium,Moderate,3,67
22,67,58,Medium,No,Medium,Near,1,64
23,84,93,High,No,High,Far,1,72
25,63,72,Medium,No,High,Far,3,67
17,73,59,Medium,No,Low,Moderate,2,63
18,67,52,High,No,Medium,Moderate,0,64
8,73,78,Medium,No,High,Near,0,63
11,84,76,High,No,Medium,Moderate,3,67
21,66,68,Low,No,High,Near,2,65
23,68,60,High,No,Medium,Near,1,64
18,89,88,Low,No,High,Moderate,0,67
17,77,59,Low,No,Medium,Near,2,65
18,61,67,Low,No,Medium,Near,5,66
30,86,87,High,No,High,Near,0,73
29,90,83,Medium,No,Medium,Near,0,72
29,64,74,Medium,No,High,Near,0,69
17,87,84,High,No,Low,Far,0,67
23,76,82,High,No,Medium,Near,0,68
27,87,91,High,No,Low,Moderate,4,72
29,88,97,Low,Yes,Medium,Moderate,4,71
24,93,76,Medium,Yes,Medium,Near,2,70
16,83,92,Low,No,Medium,Near,2,98
25,87,97,Low,Yes,Medium,Near,4,69
14,85,87,Medium,No,High,Near,0,67
19,88,94,Medium,No,High,Moderate,1,70
20,84,72,Low,No,Low,Near,3,66
22,79,75,Low,No,Medium,Near,1,65
16,72,53,Medium,No,High,Near,1,65
16,82,91,Medium,No,Medium,Near,0,66
27,88,60,High,No,High,Near,2,72
18,91,52,Medium,No,Medium,Moderate,2,66
23,72,69,Medium,No,Medium,Near,2,67
27,92,81,Medium,No,Medium,Near,0,70
28,61,86,Medium,Yes,High,Far,1,65
17,100,71,Medium,No,High,Near,2,70
26,98,73,Medium,No,Low,Moderate,1,73
13,96,71,Medium,No,High,Near,1,68
24,98,99,Medium,No,Low,Far,2,73
19,72,58,Medium,No,Low,Near,0,62
28,74,62,Medium,No,Low,Moderate,1,65
14,82,65,Medium,No,Medium,Near,1,65
10,77,99,Medium,Yes,High,Near,0,64
15,85,72,High,No,Medium,Near,4,69
24,76,55,High,No,Medium,Near,2,67
37,94,52,High,No,Medium,Near,1,76
14,78,90,High,No,High,Near,1,68
20,82,79,Medium,No,Medium,Near,1,67
20,74,91,Medium,No,Medium,Near,1,66
13,68,79,Low,No,Medium,Near,1,62
26,91,79,High,No,Medium,Near,1,72
17,73,97,Medium,No,Medium,Near,1,67
16,85,86,Medium,No,Medium,Near,3,67
29,92,91,Low,No,Medium,Near,2,72
27,98,58,High,No,High,Far,1,74
22,82,61,Medium,Yes,Medium,Near,2,65
30,63,97,High,No,High,Near,1,69
18,99,86,Medium,No,Medium,Moderate,1,70
12,80,90,Medium,No,Low,Near,3,64
13,74,98,Low,No,Low,Near,0,64
26,98,54,Medium,No,Medium,Near,0,71
12,70,93,Medium,No,Medium,Far,1,62
16,66,99,High,No,High,Moderate,1,66
21,84,87,High,No,Low,Far,2,69
20,94,81,Medium,Yes,High,Far,1,69
14,88,67,Medium,No,Medium,Far,2,66
20,97,94,High,No,Medium,Moderate,1,72
10,75,87,Medium,Yes,Medium,Near,2,63
13,86,54,Medium,Yes,Low,Near,3,66
12,61,52,Medium,No,Low,Moderate,2,58
23,68,53,Medium,No,High,Moderate,3,66
30,96,74,Medium,No,Low,Moderate,0,69
12,65,57,Medium,Yes,Medium,Near,1,61
18,61,54,Low,No,Low,Near,0,59
23,65,94,Medium,No,Medium,Near,1,66
15,75,83,Medium,No,High,Near,1,65
22,71,63,High,No,Medium,Moderate,2,66
11,85,57,High,No,Low,Near,0,65
19,61,66,Medium,No,Medium,Near,0,61
7,93,52,High,No,High,Moderate,1,65
20,90,97,Medium,No,Low,Near,1,68
23,75,93,High,No,High,Moderate,2,69
17,87,71,Low,No,Low,Moderate,2,65
19,73,52,High,No,Medium,Near,1,65
16,77,92,Medium,No,Medium,Near,5,70
25,92,85,Medium,No,High,Near,1,71
26,62,75,High,No,High,Moderate,2,67
14,78,55,High,No,Medium,Near,2,63
18,93,93,Low,No,Low,Moderate,3,69
19,82,67,Medium,No,Medium,Far,0,65
30,73,60,High,No,Low,Moderate,0,66
30,67,52,Medium,No,High,Near,1,66
32,83,68,High,No,Medium,Moderate,3,71
16,94,58,Low,Yes,Medium,Near,2,67
28,83,76,Medium,No,Medium,Near,1,71
21,73,60,Low,No,Medium,Near,2,66
20,66,83,Low,No,Medium,Near,2,64
14,74,72,High,No,Medium,Near,2,65
23,97,55,Low,No,High,Moderate,0,69
27,99,69,Medium,No,Medium,Moderate,2,73
12,96,62,Low,No,High,Near,2,68
20,62,91,High,No,Medium,Near,1,64
21,79,95,Medium,No,Medium,Near,0,69
28,73,62,Medium,No,Low,Moderate,3,68
17,79,69,High,No,High,Near,4,68
16,82,59,Medium,No,Medium,Near,1,65
24,68,98,Medium,No,Medium,Near,2,68
23,86,67,Low,Yes,High,Near,2,68
22,64,59,High,Yes,Low,Near,0,64
22,76,65,Low,No,High,Far,0,64
18,82,89,High,Yes,Low,Moderate,0,66
24,72,75,Medium,No,Medium,Near,3,68
14,65,82,Low,No,High,Near,1,60
12,74,98,Medium,No,Medium,Near,2,65
20,93,51,High,No,Medium,Near,1,69
19,65,55,High,No,Medium,Moderate,1,64
17,80,57,High,No,High,Near,4,68
19,74,76,Medium,No,Medium,Near,1,66
12,94,68,High,No,High,Near,1,69
15,80,90,Low,No,High,Far,4,67
27,80,84,Low,No,Low,Moderate,4,68
15,76,53,High,No,High,Near,1,65
24,97,51,High,No,Medium,Near,3,73
19,61,74,Medium,No,Medium,Far,2,62
13,82,82,Medium,No,High,Near,1,65
25,73,79,Low,No,Medium,Moderate,1,65
13,85,89,High,Yes,Medium,Near,0,65
4,88,87,Medium,No,High,Near,1,66
22,70,61,Low,No,Medium,Moderate,1,63
23,79,81,Medium,No,Medium,Near,1,67
18,81,70,Medium,No,Low,Near,0,65
16,76,84,Medium,No,Medium,Near,1,66
7,74,69,High,No,Medium,Near,1,64
20,100,91,Medium,No,Medium,Near,3,72
19,80,63,Low,No,Medium,Near,1,65
25,73,71,High,No,Medium,Far,0,67
27,98,93,Low,No,Medium,Moderate,5,101
36,70,87,Low,No,High,Near,2,70
18,85,69,Medium,No,High,Near,2,68
14,75,52,High,No,Medium,Near,3,65
24,85,87,Medium,No,Medium,Near,2,71
21,72,56,Medium,No,Low,Near,0,63
19,89,88,Medium,No,Medium,Near,1,69
17,88,50,Medium,No,Medium,Moderate,3,67
39,97,91,High,No,High,Moderate,2,79
16,78,57,High,No,Low,Near,1,65
23,91,75,Medium,No,High,Far,2,69
18,96,88,Medium,No,Medium,Moderate,1,70
19,78,55,High,No,High,Moderate,0,66
16,89,96,High,No,Medium,Far,2,69
26,100,60,Low,No,Medium,Near,2,72
20,98,73,Medium,No,High,Far,2,70
19,89,60,Low,No,Medium,Moderate,4,69
18,65,64,High,No,Medium,Near,2,65
17,76,100,High,No,Medium,Moderate,0,65
12,97,96,High,No,Low,Near,2,71
10,81,95,Medium,No,High,Near,5,69
15,86,66,High,No,Medium,Near,0,68
26,71,94,Medium,No,Low,Near,3,68
18,71,92,High,Yes,Low,Near,1,64
22,88,68,Medium,Yes,Medium,Near,2,66
14,90,60,Medium,No,High,Near,2,69
7,80,83,High,No,Medium,Far,3,62
20,64,86,High,No,Medium,Near,1,66
24,63,60,Medium,No,Medium,Near,3,65
29,93,84,Medium,No,Medium,Moderate,0,72
18,79,51,High,No,Low,Near,2,66
31,71,66,Low,No,High,Near,3,67
22,71,65,Medium,No,Medium,Near,1,64
21,79,81,Medium,No,Low,Near,2,67
19,65,76,Medium,No,High,Near,0,64
21,85,77,Medium,No,Low,Far,2,66
24,60,69,High,No,Low,Moderate,1,64
20,66,55,Medium,No,Medium,Moderate,1,64
12,75,98,Medium,No,High,Far,2,65
19,68,97,Low,No,High,Far,0,62
15,64,89,High,No,Low,Near,0,61
14,85,89,Low,No,Medium,Moderate,2,67
20,62,95,Medium,Yes,Medium,Near,0,62
13,67,88,Medium,No,High,Moderate,0,63
25,77,70,High,No,Medium,Near,0,68
24,79,68,Low,No,Low,Near,2,65
30,79,77,High,No,High,Near,1,72
15,81,100,Medium,No,Medium,Moderate,1,67
20,75,67,Low,No,Medium,Near,0,64
17,78,86,Medium,No,Medium,Near,0,63
20,66,95,Low,No,High,Moderate,2,66
10,60,72,Medium,No,Medium,Near,3,59
36,96,96,Medium,No,Low,Moderate,1,75
18,95,87,High,No,Medium,Near,5,74
31,64,97,High,No,Medium,Far,2,67
26,98,68,Low,No,High,Moderate,1,71
19,78,56,Medium,No,Low,Moderate,3,65
20,65,71,High,Yes,Medium,Near,2,63
13,83,81,Low,No,Medium,Near,4,66
21,85,74,High,No,High,Near,2,71
14,73,58,Medium,No,High,Moderate,2,63
26,76,57,Medium,No,Medium,Near,1,68
13,61,84,Low,Yes,Medium,Far,1,60
21,66,63,Medium,No,Medium,Near,0,64
23,97,99,Medium,No,Medium,Near,1,72
33,64,76,Medium,No,Low,Near,2,68
17,68,53,Low,No,High,Near,0,61
24,92,81,Low,Yes,High,Near,2,69
31,61,79,Medium,No,Medium,Moderate,0,65
21,72,80,Medium,No,High,Near,1,66
14,64,90,High,No,High,Near,0,63
24,77,52,Medium,No,Medium,Near,0,66
17,76,95,Medium,No,High,Near,1,67
11,92,82,High,No,Medium,Near,4,70
24,81,78,Medium,No,Medium,Near,1,68
27,62,79,Low,No,Low,Moderate,0,62
28,67,82,High,No,High,Near,1,68
25,87,90,High,No,Medium,Near,1,71
26,63,79,High,No,High,Near,1,67
34,75,66,Low,No,Medium,Near,0,68
15,68,72,Low,No,Medium,Near,3,62
19,74,68,Medium,No,High,Near,2,66
26,90,98,Medium,Yes,Medium,Moderate,0,69
21,93,67,Medium,No,Medium,Near,1,69
19,79,85,High,No,High,Moderate,0,68
22,73,77,Medium,No,Low,Far,1,64
25,72,86,Medium,No,Medium,Far,0,66
18,91,83,Medium,No,Low,Near,2,68
24,75,77,High,No,Low,Moderate,1,66
17,79,62,Low,No,High,Near,1,64
18,97,70,Low,Yes,Medium,Near,0,66
21,89,74,Medium,No,Medium,Moderate,3,70
19,94,75,Low,No,Medium,Moderate,1,68
18,66,62,High,No,High,Moderate,2,65
20,73,70,Medium,No,High,Near,3,68
22,65,64,Medium,No,Medium,Moderate,1,64
21,85,92,Medium,Yes,High,Moderate,1,69
26,73,83,High,No,High,Near,2,71
14,81,85,High,No,Medium,Moderate,3,69
31,68,66,Low,No,High,Near,0,66
22,90,72,Medium,No,Low,Near,0,68
22,68,87,Medium,No,Medium,Far,2,66
16,61,91,Medium,No,Low,Moderate,2,63
16,73,61,Medium,No,Medium,Moderate,4,64
14,71,61,High,No,Low,Near,0,63
35,91,63,Low,No,Medium,Near,1,72
21,66,74,Medium,No,Medium,Near,2,66
17,73,90,High,No,Medium,Near,1,67
21,93,67,Medium,No,Low,Far,2,68
19,74,89,Medium,No,Low,Moderate,0,63
15,83,98,Medium,No,High,Moderate,3,68
5,88,59,Medium,No,Medium,Near,3,63
14,86,78,Low,Yes,Medium,Near,3,66
3,62,67,Medium,No,Low,Near,1,55
21,91,92,Medium,No,High,Near,5,72
29,96,95,Medium,No,High,Near,0,75
24,61,64,Medium,No,Medium,Near,0,62
14,80,61,High,No,Low,Moderate,0,65
18,97,76,High,No,High,Moderate,0,72
20,81,68,Medium,No,High,Near,0,68
17,82,65,High,No,Medium,Near,1,68
15,81,89,Medium,No,Medium,Near,0,66
23,78,89,Medium,No,High,Far,1,67
28,95,96,Medium,No,Medium,Moderate,1,73
25,61,65,Medium,No,High,Near,3,65
19,79,90,Medium,No,High,Far,1,68
